TIME_S,ENGINE_RPM,CYLINDER_HEAD_TEMP,ENGINE_BLOCK_TEMP,EXHAUST_GAS_TEMP,OIL_TEMP,OIL_PRESSURE,OIL_LEVEL,FUEL_FLOW,FUEL_PRESSURE,INJECTION_TIMING,AFR_GUAGE,MANIFOLD_PRESSURE,CARB_AIR_INTAKE_PRESSURE,BAROMETRIC PRESSURE,FLYING_ALT,TEMPARATURE,HUMIDITY,FIRE,BATT_VOLT,BATT_AMP,PROP_RPM,PROPELLER_TORQUE,COOLANT_FLOW_RATE,COOLANT_TEMP,COOLANT_PRESSURE,COOLANT_LEVEL,ENGINE_RUNTIME,ENGINE_MOUNT_VIBRATION,ALTERNATOR_VOLT,ALTERNATOR_AMP,ALTERNATOR_TEMP,STARTER_MOTOR_AMP,TURBO_TARGET_BOOST_PRESSURE,TURBO_SHAFT_SPEED,EXHAUST_BACKPRESSURE,FUEL_LEVEL,FUEL_TEMP,G_FORCE,AIRSPEED,THROTTLE_POSITION
84.0,1822.2,63.75,59.17,454.33,60.31,0.997,95.15,6.87,0.181,11.31,14.7,30.51,59.54,982.44,850.4,13.63,53.07,0,26.91,0.59,750.6,11.24,8.9,57.5,0.42,96.25,444.0,0.4,27.21,6.44,44.24,0.0,0.85,32767.0,12.0,81.92,18.71,1.006,40.0,7.69
84.016667,1809.2,63.71,58.69,458.21,60.17,0.947,95.16,6.93,0.182,11.19,14.67,30.66,59.72,982.39,850.4,13.63,52.86,0,26.94,0.47,745.5,10.57,8.85,57.28,0.412,96.27,444.02,0.4,27.24,6.39,44.31,0.0,0.86,32167.0,11.98,81.92,18.8,1.006,40.0,7.67
84.033333,1808.6,63.5,58.56,457.43,60.09,0.984,95.16,6.86,0.189,11.02,14.8,30.71,60.13,982.45,850.6,13.63,52.7,0,26.99,0.37,745.9,10.83,9.01,57.24,0.419,96.27,444.03,0.4,27.26,6.18,44.24,0.0,0.88,31729.0,11.59,81.92,18.54,1.009,40.0,7.69
84.05,1799.6,63.37,58.38,457.12,60.03,1.007,95.18,6.84,0.188,11.27,14.74,30.62,59.66,982.52,850.6,13.61,53.19,0,26.98,0.6,740.7,11.8,9.06,57.36,0.415,96.27,444.05,0.4,27.24,5.94,44.61,0.0,0.87,31782.0,11.46,81.92,18.64,1.006,40.0,7.68
84.066667,1815.0,63.73,58.32,446.79,60.11,0.99,95.13,6.88,0.189,11.42,14.62,30.42,59.64,982.45,850.6,13.6,52.45,0,26.99,0.56,746.4,11.62,9.01,57.2,0.422,96.26,444.07,0.4,27.26,6.12,44.72,0.0,0.81,31943.0,11.91,81.92,18.68,0.998,40.0,7.68
84.083333,1824.8,63.02,58.12,445.55,60.26,0.977,95.1,7.02,0.187,11.78,14.6,30.53,59.7,982.38,850.6,13.62,52.59,0,26.97,0.95,751.3,11.68,9.38,57.23,0.414,96.31,444.08,0.4,27.24,6.37,45.29,0.0,0.81,32300.0,11.7,81.92,18.65,1.001,40.0,7.67
84.1,1816.2,63.08,58.22,445.46,60.46,0.972,95.09,7.16,0.185,11.93,14.61,30.5,59.43,982.42,850.7,13.63,52.31,0,26.95,1.12,746.5,11.59,9.18,57.46,0.419,96.31,444.1,0.4,27.25,6.3,44.93,0.0,0.85,32370.0,11.43,81.92,18.26,1.006,40.0,7.65
84.116667,1817.0,62.51,57.94,449.98,60.7,0.956,95.08,7.08,0.185,12.07,14.5,30.69,58.95,982.47,850.8,13.6,52.83,0,26.92,1.2,748.4,10.16,8.93,57.23,0.416,96.32,444.12,0.4,27.22,6.55,45.12,0.0,0.88,31847.0,11.42,81.92,18.13,0.999,40.0,7.69
84.133333,1829.6,63.01,57.51,460.17,60.6,0.983,95.06,7.09,0.187,12.18,14.68,30.59,59.24,982.51,850.8,13.57,53.02,0,26.91,1.17,752.8,11.15,9.04,57.27,0.418,96.35,444.13,0.4,27.2,6.64,45.53,0.0,0.85,32007.0,12.0,81.92,18.18,0.991,40.0,7.68
84.15,1807.8,63.76,57.58,451.21,60.58,0.98,95.08,7.15,0.195,11.98,14.66,30.61,59.03,982.5,850.9,13.56,53.03,0,26.91,1.29,743.3,11.54,8.89,57.24,0.41,96.32,444.15,0.4,27.19,6.46,45.48,0.0,0.82,32165.0,11.96,81.92,18.18,0.99,40.0,7.64
84.166667,1808.9,64.01,57.72,452.01,60.56,0.963,95.1,7.29,0.192,11.96,14.68,30.68,58.84,982.63,851.1,13.61,53.59,0,26.9,1.53,745.0,10.85,8.81,57.19,0.412,96.32,444.17,0.4,27.18,7.08,45.4,0.0,0.81,31945.0,11.93,81.92,18.4,0.983,40.0,7.64
84.183333,1815.1,63.86,57.68,451.95,60.4,0.938,95.08,7.08,0.188,11.98,14.48,30.72,59.07,982.64,850.9,13.59,53.78,0,26.93,1.54,748.0,10.0,8.88,57.21,0.399,96.28,444.18,0.4,27.21,6.94,45.66,0.0,0.79,32308.0,12.03,81.92,18.31,0.986,40.0,7.62
84.2,1818.8,64.29,57.78,451.59,60.47,0.96,95.06,6.89,0.19,11.97,14.44,30.88,59.03,982.6,850.8,13.63,53.51,0,26.94,1.52,750.6,10.47,9.17,57.42,0.402,96.26,444.2,0.4,27.23,6.82,45.85,0.0,0.79,32063.0,12.41,81.92,18.34,0.983,40.0,7.59
84.216667,1810.8,64.2,57.86,455.22,60.51,0.936,95.07,6.94,0.191,11.84,14.3,30.84,58.43,982.52,850.7,13.62,53.83,0,26.92,1.55,745.8,10.82,8.91,57.45,0.407,96.26,444.22,0.4,27.22,6.88,45.73,0.0,0.79,32197.0,12.06,81.92,18.29,0.988,40.0,7.6
84.233333,1791.3,63.92,57.44,452.65,60.35,0.952,95.08,7.02,0.187,11.83,14.41,30.82,58.18,982.58,850.7,13.67,54.17,0,26.9,1.21,737.5,10.81,8.62,57.31,0.406,96.27,444.23,0.4,27.22,6.54,45.48,0.0,0.75,31870.0,11.7,81.92,18.62,0.987,40.0,7.58
84.25,1791.6,64.07,57.62,454.42,60.24,0.97,95.05,6.95,0.186,11.81,14.63,30.69,58.31,982.54,850.9,13.7,54.26,0,26.9,1.3,737.1,11.24,8.64,57.19,0.408,96.28,444.25,0.4,27.24,6.4,45.61,0.0,0.77,31895.0,11.75,81.92,18.4,0.989,40.0,7.63
84.266667,1808.4,63.85,57.74,459.19,60.23,0.988,95.02,7.11,0.187,11.47,14.24,30.51,58.51,982.57,850.9,13.71,54.39,0,26.9,1.23,744.0,11.14,8.7,57.3,0.415,96.3,444.27,0.4,27.23,6.31,45.09,0.0,0.75,32284.0,11.8,81.92,18.1,0.993,40.0,7.65
84.283333,1802.4,63.51,57.83,462.31,60.52,0.96,95.04,6.77,0.19,11.65,14.39,30.53,58.11,982.64,850.8,13.71,53.99,0,26.91,1.14,741.3,11.44,8.64,57.54,0.403,96.28,444.28,0.4,27.24,6.57,44.78,0.0,0.75,32478.0,11.48,81.92,18.2,0.993,40.0,7.57
84.3,1806.0,63.21,57.76,456.12,60.3,0.945,95.05,6.95,0.191,11.44,14.45,30.54,58.84,982.61,850.8,13.73,53.36,0,26.91,1.51,741.9,10.86,8.63,57.04,0.4,96.29,444.3,0.4,27.25,6.69,44.71,0.0,0.76,32406.0,11.37,81.92,18.16,0.989,40.0,7.51
84.316667,1804.0,63.1,57.5,462.63,60.71,0.91,95.02,6.78,0.189,11.31,14.32,30.6,58.34,982.68,850.8,13.77,52.84,0,26.91,1.38,741.6,11.58,8.67,56.94,0.402,96.31,444.32,0.4,27.24,6.2,45.04,0.0,0.76,32601.0,11.44,81.92,18.04,0.994,40.0,7.44
84.333333,1812.7,63.31,57.41,462.45,60.91,0.909,95.01,6.82,0.186,11.54,14.39,30.48,58.61,982.77,850.8,13.75,53.05,0,26.92,1.35,744.2,11.26,8.95,57.3,0.405,96.31,444.33,0.469,27.24,6.34,45.13,0.0,0.76,32229.0,11.25,81.92,17.75,0.988,40.0,7.41
84.35,1802.5,62.85,57.97,463.11,60.77,0.945,95.01,6.94,0.188,11.68,14.51,30.59,58.98,982.76,850.8,13.76,53.11,0,26.93,1.5,740.8,11.22,8.97,57.45,0.406,96.35,444.35,0.4,27.24,6.66,45.19,0.0,0.77,32681.0,11.47,81.92,17.79,0.996,40.0,7.41
84.366667,1805.6,62.93,58.23,462.7,60.44,0.93,95.0,6.93,0.19,11.82,14.43,30.71,59.02,982.67,850.8,13.72,53.22,0,26.92,1.61,742.7,10.43,9.08,57.33,0.407,96.33,444.37,0.434,27.22,6.93,44.73,0.0,0.79,32761.0,11.66,81.92,17.97,0.993,40.0,7.4
84.383333,1806.0,63.96,58.41,457.89,60.67,0.986,94.99,6.98,0.188,12.11,14.48,30.75,58.78,982.56,850.6,13.69,53.35,0,26.94,1.37,744.3,10.88,9.44,57.3,0.412,96.33,444.38,0.4,27.24,6.61,44.78,0.0,0.8,32494.0,11.95,81.92,18.09,0.992,40.0,7.35
84.4,1793.3,64.06,58.09,456.73,60.78,0.984,95.0,7.18,0.188,12.12,14.49,30.65,58.36,982.47,850.6,13.67,53.7,0,26.9,1.35,739.6,10.68,9.3,57.37,0.406,96.34,444.4,0.4,27.22,6.03,45.0,0.0,0.82,32069.0,12.0,81.92,17.83,0.994,40.0,7.31
84.416667,1798.4,63.99,58.2,455.48,60.69,0.963,95.01,7.1,0.187,12.04,14.45,30.68,58.64,982.39,850.7,13.71,53.41,0,26.9,1.43,740.9,10.51,9.37,57.3,0.411,96.36,444.42,0.4,27.21,6.09,44.83,0.0,0.81,32059.0,11.89,81.92,17.36,0.997,40.0,7.29
84.433333,1807.4,64.12,57.92,457.09,60.65,0.963,95.0,7.04,0.185,11.82,14.38,30.79,58.22,982.35,850.7,13.72,53.33,0,26.88,1.51,745.6,10.14,9.15,57.46,0.424,96.34,444.43,0.4,27.2,6.49,44.57,0.0,0.82,32036.0,12.07,81.92,17.59,0.999,40.0,7.3
84.45,1807.0,64.33,58.11,451.52,60.72,1.015,94.99,7.2,0.187,11.49,14.42,30.74,58.5,982.4,850.6,13.71,53.15,0,26.87,1.47,745.0,10.36,9.24,57.35,0.422,96.34,444.45,0.4,27.19,6.25,44.53,0.0,0.82,31703.0,11.7,81.92,17.83,0.993,40.0,7.38
84.466667,1796.9,63.72,58.08,454.6,60.66,1.031,95.01,7.1,0.19,11.47,14.4,30.86,58.52,982.43,850.5,13.77,53.18,0,26.85,1.84,741.7,10.34,9.77,57.34,0.43,96.36,444.47,0.4,27.18,6.43,44.2,0.0,0.84,31713.0,11.5,81.92,18.18,0.99,40.0,7.48
84.483333,1791.9,63.15,57.96,448.64,60.77,1.018,94.99,7.21,0.194,11.34,14.36,30.8,59.03,982.4,850.4,13.74,52.9,0,26.87,1.34,740.3,10.61,9.62,57.26,0.437,96.36,444.48,0.4,27.19,5.94,44.11,0.0,0.87,32017.0,11.59,81.92,18.03,0.992,40.0,7.61
84.5,1782.6,63.17,57.62,446.87,60.85,1.026,94.99,7.09,0.198,11.1,14.52,30.92,58.87,982.48,850.5,13.72,52.63,0,26.87,1.53,736.5,11.45,9.24,57.2,0.436,96.35,444.5,0.4,27.19,6.6,43.94,0.0,0.87,31984.0,11.26,81.92,18.35,0.995,40.0,7.69
84.516667,1779.3,63.62,57.55,444.94,60.73,1.029,95.01,6.98,0.196,11.39,14.41,30.93,58.98,982.47,850.5,13.71,52.98,0,26.89,1.57,734.5,12.6,9.33,57.2,0.441,96.31,444.52,0.4,27.22,6.35,44.01,0.0,0.87,32091.0,11.61,81.92,18.45,0.995,40.0,7.74
84.533333,1768.9,64.4,57.66,449.02,60.75,0.995,95.01,6.6,0.194,11.14,14.43,30.97,58.58,982.62,850.5,13.7,53.03,0,26.9,1.32,728.4,12.87,9.16,57.33,0.432,96.29,444.53,0.4,27.23,5.95,43.66,0.0,0.86,31726.0,11.51,81.92,18.12,1.001,40.0,7.82
84.55,1786.5,63.88,57.56,449.99,60.87,0.997,95.01,6.77,0.193,11.26,14.37,30.77,58.74,982.59,850.6,13.7,53.13,0,26.93,1.25,735.5,12.45,9.3,57.34,0.431,96.31,444.55,0.4,27.24,6.2,43.39,0.0,0.82,31730.0,11.64,81.92,18.02,1.0,40.0,7.89
84.566667,1794.7,63.49,57.6,456.46,60.62,0.935,95.01,6.8,0.192,11.31,14.35,30.8,58.53,982.62,850.8,13.69,53.06,0,26.93,1.31,738.2,12.11,9.03,57.31,0.422,96.3,444.57,0.4,27.21,6.26,43.57,0.0,0.81,32116.0,11.9,81.92,17.98,1.004,40.0,7.94
84.583333,1799.4,63.76,57.58,456.78,60.94,0.947,95.03,6.63,0.193,11.49,14.18,30.68,58.59,982.54,850.7,13.7,53.37,0,26.94,1.44,739.7,11.59,8.83,57.22,0.42,96.3,444.58,0.4,27.24,6.93,43.5,0.0,0.79,32449.0,11.97,81.92,18.09,1.009,40.0,7.92
84.6,1826.7,63.47,57.62,450.16,61.05,0.938,95.03,6.66,0.192,11.48,14.18,30.62,58.93,982.59,850.6,13.7,53.35,0,26.93,1.42,752.8,11.74,9.31,57.32,0.418,96.33,444.6,0.404,27.23,7.29,43.5,0.0,0.78,32331.0,12.07,81.92,18.24,1.009,40.0,7.87
84.616667,1819.6,63.79,57.74,448.14,60.68,0.96,95.07,6.73,0.193,11.73,14.23,30.61,58.54,982.63,850.8,13.7,53.22,0,26.94,1.37,749.2,12.09,9.33,57.44,0.416,96.35,444.62,0.4,27.23,7.27,43.51,0.0,0.79,32069.0,11.79,81.92,18.22,1.007,40.0,7.78
84.633333,1821.9,64.6,57.58,451.46,60.63,0.968,95.08,6.87,0.198,11.71,14.22,30.78,58.67,982.66,850.7,13.67,52.97,0,26.89,1.65,751.1,12.35,9.28,57.42,0.415,96.36,444.63,0.4,27.21,7.01,43.13,0.0,0.86,31940.0,11.93,81.92,18.58,1.01,40.0,7.68
84.65,1803.1,63.99,57.62,452.64,60.6,0.99,95.08,6.97,0.193,11.61,14.23,30.69,58.84,982.7,850.8,13.65,53.24,0,26.9,1.38,741.9,12.22,8.95,57.05,0.414,96.37,444.65,0.4,27.21,7.09,42.6,0.0,0.85,31621.0,11.77,81.92,18.21,1.011,40.0,7.6
84.666667,1800.6,63.67,57.67,456.97,60.77,0.988,95.04,6.83,0.191,11.68,14.32,30.64,58.83,982.81,851.0,13.67,53.1,0,26.88,1.23,740.0,11.71,9.01,56.94,0.407,96.39,444.67,0.4,27.19,7.09,42.77,0.0,0.81,31460.0,11.2,81.92,18.2,1.013,40.0,7.54
84.683333,1796.0,64.11,57.65,457.17,60.88,0.956,95.02,6.94,0.192,11.36,14.33,30.72,58.74,982.91,850.9,13.66,52.44,0,26.88,1.5,737.0,11.38,8.67,56.92,0.399,96.42,444.68,0.4,27.2,6.54,42.98,0.0,0.79,31549.0,11.06,81.92,18.4,1.008,40.0,7.5
84.7,1800.3,64.01,57.7,458.73,60.68,0.959,95.03,6.74,0.193,11.39,14.24,30.63,59.34,982.88,850.9,13.66,52.21,0,26.88,1.33,740.0,11.6,8.69,56.89,0.389,96.4,444.7,0.4,27.2,6.41,43.54,0.0,0.8,31306.0,11.4,81.92,18.36,1.009,40.0,7.42
84.716667,1790.2,65.07,57.64,450.69,61.01,0.971,95.03,6.76,0.193,11.39,14.25,30.61,59.0,982.8,850.9,13.65,52.24,0,26.89,1.4,735.1,11.85,8.59,56.87,0.397,96.38,444.72,0.4,27.21,6.9,43.78,0.0,0.78,31717.0,11.38,81.92,18.72,1.015,40.0,7.32
84.733333,1787.2,64.6,57.68,455.01,60.98,1.013,95.03,6.72,0.19,11.39,14.39,30.68,58.64,982.77,850.8,13.6,51.89,0,26.9,1.47,734.6,11.12,8.68,56.98,0.392,96.4,444.73,0.4,27.22,6.8,44.33,0.0,0.79,31695.0,11.17,81.919,18.71,1.012,40.0,7.26
84.75,1784.6,64.9,57.83,459.51,60.95,1.055,95.04,6.81,0.188,11.26,14.53,30.59,58.9,982.75,850.7,13.58,52.2,0,26.9,1.63,733.5,11.08,8.56,57.2,0.407,96.42,444.75,0.4,27.22,7.87,44.57,0.0,0.77,31408.0,10.79,81.919,18.55,1.012,40.0,7.2
84.766667,1791.4,65.25,57.85,452.0,60.75,1.012,95.06,6.95,0.185,11.31,14.66,30.58,59.49,982.84,850.6,13.5,52.3,0,26.87,1.81,735.0,12.05,8.57,57.47,0.421,96.44,444.77,0.4,27.19,7.53,44.24,0.0,0.75,31422.0,11.09,81.919,18.46,1.009,40.0,7.18
84.783333,1780.5,65.16,57.82,443.5,61.21,0.941,95.08,7.06,0.186,11.45,14.38,30.48,59.11,982.75,850.7,13.5,52.25,0,26.89,1.85,730.0,12.62,8.25,57.35,0.413,96.43,444.78,0.4,27.21,7.48,44.9,0.0,0.74,31431.0,11.68,81.919,18.54,1.012,40.0,7.2
84.8,1787.5,65.16,57.94,446.23,61.42,0.991,95.08,6.74,0.185,11.34,14.38,30.48,59.41,982.67,850.6,13.53,52.9,0,26.88,2.01,733.2,12.0,8.56,57.16,0.416,96.45,444.8,0.4,27.21,7.29,45.14,0.0,0.74,31305.0,11.81,81.919,18.14,1.002,40.0,7.24
84.816667,1794.5,64.59,57.75,444.89,61.4,0.934,95.1,6.72,0.181,11.2,14.34,30.59,59.39,982.7,850.6,13.5,52.92,0,26.86,1.92,736.1,11.8,8.41,57.11,0.426,96.42,444.82,0.4,27.2,7.02,44.92,0.0,0.76,31286.0,11.92,81.919,18.29,1.009,40.0,7.25
84.833333,1794.8,64.48,58.16,450.21,61.34,1.0,95.12,6.79,0.186,11.37,14.3,30.55,59.19,982.65,850.5,13.46,52.65,0,26.87,1.77,737.7,11.76,8.64,56.99,0.418,96.42,444.83,0.4,27.19,7.01,44.96,0.0,0.75,31208.0,12.01,81.919,18.09,1.01,40.0,7.25
84.85,1805.0,64.52,58.33,446.35,61.59,1.0,95.1,6.7,0.185,11.11,14.44,30.61,59.65,982.63,850.4,13.43,52.69,0,26.88,1.44,741.0,12.41,8.5,57.32,0.4,96.43,444.85,0.4,27.22,7.15,45.21,0.0,0.74,30836.0,12.63,81.919,18.03,1.008,40.0,7.28
84.866667,1800.7,64.59,58.46,447.8,61.57,1.004,95.09,6.92,0.186,11.25,14.41,30.64,59.53,982.57,850.5,13.43,52.98,0,26.9,1.4,739.8,11.7,8.21,57.57,0.39,96.43,444.87,0.4,27.24,7.49,45.06,0.0,0.76,31052.0,12.3,81.919,17.77,1.009,40.0,7.35
84.883333,1799.6,64.31,58.42,456.86,61.26,1.009,95.06,6.83,0.184,11.0,14.38,30.63,59.14,982.7,850.3,13.43,53.29,0,26.92,1.42,741.1,11.65,8.07,57.18,0.401,96.38,444.88,0.4,27.23,7.22,45.18,0.0,0.72,31109.0,12.28,81.919,17.91,1.013,40.0,7.45
84.9,1799.6,63.68,58.31,451.5,61.07,1.013,95.06,6.75,0.188,11.07,14.22,30.57,58.76,982.71,850.2,13.43,53.29,0,26.91,1.33,741.4,11.56,8.15,57.19,0.41,96.41,444.9,0.4,27.23,7.65,45.44,0.0,0.74,31079.0,12.09,81.919,17.71,1.013,40.0,7.53
84.916667,1806.6,63.77,58.02,454.85,61.15,1.056,95.03,6.5,0.191,10.98,14.25,30.63,58.9,982.64,850.3,13.37,52.96,0,26.94,1.52,744.9,10.87,8.39,56.87,0.405,96.4,444.92,0.4,27.25,7.09,45.66,0.0,0.76,30947.0,12.14,81.919,17.75,1.015,40.0,7.61
84.933333,1807.1,63.3,58.2,447.61,61.32,1.038,95.02,6.79,0.195,11.07,14.33,30.65,59.06,982.69,850.1,13.37,53.35,0,26.91,1.48,743.9,10.56,8.48,56.96,0.407,96.41,444.93,0.4,27.24,6.92,45.64,0.0,0.77,31209.0,12.1,81.919,17.67,1.019,40.0,7.67
84.95,1803.9,63.68,58.16,443.27,61.53,0.963,95.03,6.85,0.194,11.0,14.43,30.55,59.2,982.73,850.2,13.36,53.52,0,26.9,1.26,743.7,10.69,8.64,56.79,0.416,96.41,444.95,0.4,27.24,6.64,46.08,0.0,0.77,30892.0,11.96,81.919,17.84,1.017,40.0,7.73
84.966667,1808.7,64.05,58.06,449.21,61.47,0.964,95.05,7.03,0.193,11.12,14.33,30.76,59.21,982.8,850.3,13.36,53.47,0,26.88,1.59,744.3,10.37,8.91,56.69,0.416,96.44,444.97,0.4,27.21,6.65,46.0,0.0,0.78,30693.0,12.43,81.919,18.17,1.019,40.0,7.73
84.983333,1797.9,63.81,57.88,450.33,61.27,0.942,95.09,6.78,0.191,11.2,14.34,30.83,59.02,982.78,850.2,13.38,53.78,0,26.93,1.65,739.9,11.45,8.72,56.91,0.408,96.44,444.98,0.4,27.25,6.56,45.63,0.0,0.77,30595.0,12.14,81.919,18.33,1.024,40.0,7.75
85.0,1807.0,63.51,58.03,439.19,61.04,0.954,95.1,6.71,0.193,11.46,14.38,30.67,58.9,982.79,850.2,13.4,54.35,0,26.89,1.56,743.6,11.2,8.55,56.89,0.398,96.45,445.0,0.4,27.22,6.3,44.91,0.0,0.77,30809.0,12.09,81.919,18.34,1.024,40.0,7.76
85.016667,1793.5,63.67,57.87,435.67,60.87,0.949,95.12,6.85,0.19,11.27,14.33,30.55,58.7,982.72,850.1,13.4,54.32,0,26.84,1.47,739.7,11.01,8.77,56.97,0.407,96.45,445.02,0.4,27.18,6.31,44.77,0.0,0.77,31062.0,11.94,81.919,18.56,1.019,40.0,7.73
85.033333,1809.6,63.36,57.86,438.58,60.89,0.937,95.15,6.95,0.191,11.52,14.19,30.75,58.92,982.75,850.2,13.37,54.77,0,26.89,1.21,746.1,10.56,8.44,57.03,0.414,96.48,445.03,0.4,27.21,5.85,44.93,0.0,0.8,31831.0,11.81,81.919,18.24,1.02,40.0,7.71
85.05,1800.8,63.89,58.09,441.79,60.64,0.913,95.14,6.82,0.188,11.5,14.37,30.83,58.53,982.65,850.2,13.39,55.11,0,26.91,1.46,742.2,10.16,8.39,56.85,0.424,96.46,445.05,0.4,27.22,6.07,45.33,0.0,0.8,31760.0,12.04,81.919,18.27,1.027,40.0,7.66
85.066667,1799.2,63.79,58.47,450.14,60.49,0.946,95.14,7.02,0.186,11.51,14.38,30.87,58.72,982.66,850.2,13.4,55.06,0,26.94,1.49,740.9,10.0,8.47,56.9,0.418,96.47,445.07,0.4,27.23,5.99,44.68,0.0,0.79,31736.0,12.08,81.919,18.25,1.023,40.0,7.64
85.083333,1798.1,63.55,58.18,451.38,60.44,0.92,95.16,6.87,0.19,11.87,14.48,30.86,58.6,982.75,850.3,13.4,55.06,0,26.93,1.36,740.7,10.51,8.72,56.86,0.41,96.47,445.08,0.4,27.21,5.92,44.48,0.0,0.81,31646.0,12.19,81.919,18.28,1.023,40.0,7.62
85.1,1804.7,63.9,57.7,448.19,60.36,0.949,95.16,6.96,0.19,11.9,14.35,30.77,58.56,982.82,850.4,13.43,55.07,0,26.92,1.15,743.4,10.5,8.78,56.98,0.419,96.48,445.1,0.4,27.2,5.49,43.71,0.0,0.79,31383.0,11.9,81.919,18.47,1.022,40.0,7.62
85.116667,1785.6,64.0,57.64,446.24,60.45,0.963,95.14,6.97,0.193,12.03,14.33,30.74,58.28,982.68,850.5,13.4,54.8,0,26.93,1.04,734.8,10.88,9.07,57.21,0.423,96.47,445.12,0.4,27.2,6.13,44.32,0.0,0.78,31943.0,11.34,81.919,17.81,1.024,40.0,7.62
85.133333,1788.1,63.88,58.09,448.31,60.45,0.962,95.15,6.77,0.187,11.96,14.45,30.71,58.26,982.69,850.6,13.39,54.69,0,26.94,0.83,736.9,11.18,9.04,57.15,0.414,96.47,445.13,0.4,27.21,5.69,44.24,0.0,0.73,32261.0,10.85,81.919,17.67,1.02,40.0,7.63
85.15,1800.1,63.36,57.95,446.68,60.75,1.002,95.15,6.84,0.187,11.71,14.44,30.82,58.04,982.7,850.4,13.42,54.57,0,26.91,0.6,742.1,10.26,8.73,57.24,0.411,96.5,445.15,0.446,27.2,6.16,44.0,0.0,0.78,32012.0,11.04,81.919,17.46,1.018,40.0,7.62
85.166667,1804.7,63.32,58.19,444.76,60.7,1.011,95.12,6.81,0.18,11.62,14.41,30.85,58.18,982.69,850.5,13.4,54.53,0,26.88,0.71,744.6,10.89,8.9,57.32,0.399,96.48,445.17,0.4,27.19,6.56,44.01,0.0,0.79,31784.0,11.35,81.919,17.06,1.025,40.0,7.64
85.183333,1793.3,63.61,58.19,444.51,60.79,0.968,95.12,7.09,0.184,11.64,14.28,30.94,57.99,982.74,850.5,13.4,54.18,0,26.91,0.87,739.6,11.0,8.73,57.14,0.413,96.46,445.18,0.4,27.22,6.68,43.52,0.0,0.78,32044.0,11.01,81.919,17.39,1.025,40.0,7.71
85.2,1810.0,63.46,58.0,447.91,60.78,0.956,95.13,7.07,0.182,11.4,14.36,30.99,58.46,982.86,850.3,13.4,54.02,0,26.87,0.92,746.6,11.3,8.78,57.21,0.413,96.47,445.2,0.59,27.19,6.27,44.09,0.0,0.83,32121.0,11.16,81.919,17.8,1.02,40.0,7.81
85.216667,1827.0,63.55,58.09,454.35,60.76,0.984,95.1,7.13,0.182,11.35,14.35,31.01,58.54,982.9,850.5,13.41,53.84,0,26.85,1.03,753.7,10.95,8.62,57.25,0.417,96.47,445.22,0.506,27.19,6.55,44.29,0.0,0.88,31559.0,11.43,81.919,17.49,1.022,40.0,7.94
85.233333,1811.9,63.85,57.95,459.15,60.75,0.994,95.11,7.06,0.179,11.22,14.31,31.05,58.13,983.0,850.5,13.38,54.14,0,26.88,1.26,747.7,10.53,9.05,57.54,0.431,96.45,445.23,0.47,27.21,6.72,44.25,0.0,0.89,31736.0,11.31,81.919,17.3,1.02,40.0,8.07
85.25,1808.0,63.41,57.78,461.43,60.6,0.977,95.13,7.22,0.176,11.34,14.34,31.14,58.23,982.9,850.5,13.44,54.12,0,26.87,1.16,745.7,11.47,9.05,57.55,0.432,96.44,445.25,0.4,27.22,6.73,45.07,0.0,0.91,32064.0,11.24,81.919,17.32,1.025,40.0,8.13
85.266667,1798.7,64.08,57.67,459.96,60.31,1.033,95.15,7.18,0.177,11.26,14.42,31.27,58.11,982.99,850.4,13.39,53.7,0,26.87,1.31,741.1,10.96,9.01,57.71,0.438,96.43,445.27,0.52,27.22,7.15,44.43,0.0,0.94,31692.0,11.0,81.919,17.26,1.015,40.0,8.16
85.283333,1799.4,64.2,58.21,459.18,60.35,1.086,95.15,7.02,0.181,11.38,14.41,31.19,58.09,983.08,850.4,13.4,53.81,0,26.87,1.54,739.4,12.23,9.15,58.05,0.427,96.41,445.28,0.4,27.2,6.8,44.73,0.0,0.93,31849.0,11.03,81.919,17.5,1.014,40.0,8.16
85.3,1804.6,63.78,58.06,458.88,60.63,1.095,95.15,6.89,0.183,11.21,14.53,31.07,58.31,983.0,850.4,13.38,53.5,0,26.88,1.57,742.5,13.48,9.59,57.85,0.417,96.39,445.3,0.573,27.19,6.84,44.69,0.0,0.92,32148.0,11.75,81.919,17.44,1.017,40.0,8.2
85.316667,1830.7,63.61,57.84,456.04,60.71,1.105,95.16,6.88,0.183,11.6,14.62,31.18,58.75,982.94,850.4,13.4,53.35,0,26.89,1.53,754.4,13.02,9.55,57.55,0.418,96.38,445.32,0.529,27.19,7.0,44.6,0.0,0.93,32269.0,12.15,81.919,17.62,1.01,40.0,8.25
85.333333,1814.3,63.95,58.15,453.23,60.89,1.068,95.13,7.05,0.178,11.74,14.51,31.08,58.73,982.8,850.4,13.36,53.47,0,26.86,1.48,745.7,11.78,8.92,57.86,0.429,96.36,445.33,0.4,27.18,6.71,44.16,0.0,0.95,32181.0,11.96,81.919,17.25,1.006,40.0,8.3
